coordinates;footprint;product_name;success;error;part;filename;acquisition_date;end_date;satellite;swath_mode;polarization;orbit_num;data_take;latitude;longitude;year;scene_type;geo_cluster
[[[43.001, -12.4206], [43.7161, -12.3076], [43.4261, -11.07], [42.7143, -11.1815], [43.001, -12.4206]]];;S1A_S3_RAW__0SVH_2024-10-30T15:29:11_2024-10-30T15:29:31_056333_06E674;False;;PT1;s1a-s3-raw-s-vh-20241030t152911-20241030t152931-056333-06e674.zarr;2024-10-30T15:29:11;2024-10-30T15:29:31;S1A;S3;vh;56333;06e674;-11.88006;43.1717;2024;sea;sea_8
[[[-178.2752, -31.1777], [-177.7245, -29.3561], [-178.5261, -29.2153], [-179.0916, -31.0328], [-178.2752, -31.1777]]];;S1A_S3_RAW__0SVH_2024-11-05T17:19:38_2024-11-05T17:20:09_056422_06E9F7;False;;PT1;s1a-s3-raw-s-vh-20241105t171938-20241105t172009-056422-06e9f7.zarr;2024-11-05T17:19:38;2024-11-05T17:20:09;S1A;S3;vh;56422;06e9f7;-30.39192;-178.37852;2024;sea;sea_2
[[[-178.0443, -15.0056], [-177.8213, -14.0689], [-178.5413, -13.9539], [-178.7674, -14.8893], [-178.0443, -15.0056]]];;S1A_S3_RAW__0SVH_2024-12-21T17:31:48_2024-12-21T17:32:03_057093_0704A6;False;;PT1;s1a-s3-raw-s-vh-20241221t173148-20241221t173203-057093-0704a6.zarr;2024-12-21T17:31:48;2024-12-21T17:32:03;S1A;S3;vh;57093;0704a6;-14.58466;-178.24372;2024;sea;sea_12
[[[-178.2765, -31.1763], [-177.7258, -29.3546], [-178.5274, -29.2138], [-179.0929, -31.0314], [-178.2765, -31.1763]]];;S1A_S3_RAW__0SVH_2025-03-17T17:19:32_2025-03-17T17:20:02_058347_0736B8;False;;PT1;s1a-s3-raw-s-vh-20250317t171932-20250317t172002-058347-0736b8.zarr;2025-03-17T17:19:32;2025-03-17T17:20:02;S1A;S3;vh;58347;0736b8;-30.390480000000004;-178.37982;2025;sea;sea_2
[[[43.0003, -12.4214], [43.7155, -12.3084], [43.4254, -11.0707], [42.7136, -11.1823], [43.0003, -12.4214]]];;S1A_S3_RAW__0SVV_2023-04-15T15:29:06_2023-04-15T15:29:27_048108_05C893;False;;PT1;s1a-s3-raw-s-vv-20230415t152906-20230415t152927-048108-05c893.zarr;2023-04-15T15:29:06;2023-04-15T15:29:27;S1A;S3;vv;48108;05c893;-11.880840000000001;43.17102;2023;sea;sea_8
[[[128.5635, -8.7534], [129.2699, -8.6445], [128.8546, -6.8021], [128.1514, -6.9091], [128.5635, -8.7534]]];;S1A_S3_RAW__0SVV_2023-05-03T09:44:31_2023-05-03T09:45:02_048367_05D146;False;;PT1;s1a-s3-raw-s-vv-20230503t094431-20230503t094502-048367-05d146.zarr;2023-05-03T09:44:31;2023-05-03T09:45:02;S1A;S3;vv;48367;05d146;-7.972499999999999;128.68058000000002;2023;sea;sea_18
[[[-178.2776, -31.1763], [-177.7269, -29.3547], [-178.5286, -29.2139], [-179.094, -31.0314], [-178.2776, -31.1763]]];;S1A_S3_RAW__0SVV_2023-05-15T17:19:36_2023-05-15T17:20:06_048547_05D6E0;False;;PT1;s1a-s3-raw-s-vv-20230515t171936-20230515t172006-048547-05d6e0.zarr;2023-05-15T17:19:36;2023-05-15T17:20:06;S1A;S3;vv;48547;05d6e0;-30.390520000000002;-178.38094;2023;sea;sea_2
[[[-178.0434, -15.0047], [-177.8204, -14.068], [-178.5404, -13.953], [-178.7665, -14.8884], [-178.0434, -15.0047]]];;S1A_S3_RAW__0SVV_2023-06-06T17:31:49_2023-06-06T17:32:04_048868_05E070;False;;PT1;s1a-s3-raw-s-vv-20230606t173149-20230606t173204-048868-05e070.zarr;2023-06-06T17:31:49;2023-06-06T17:32:04;S1A;S3;vv;48868;05e070;-14.583760000000002;-178.24282;2023;sea;sea_12
[[[-178.044, -15.0045], [-177.821, -14.0678], [-178.541, -13.9528], [-178.7671, -14.8882], [-178.044, -15.0045]]];;S1A_S3_RAW__0SVV_2023-06-30T17:31:50_2023-06-30T17:32:06_049218_05EB12;False;;PT1;s1a-s3-raw-s-vv-20230630t173150-20230630t173206-049218-05eb12.zarr;2023-06-30T17:31:50;2023-06-30T17:32:06;S1A;S3;vv;49218;05eb12;-14.58356;-178.24342000000001;2023;sea;sea_12
[[[43.0012, -12.4216], [43.7164, -12.3086], [43.4263, -11.071], [42.7145, -11.1826], [43.0012, -12.4216]]];;S1A_S3_RAW__0SVV_2023-07-20T15:29:11_2023-07-20T15:29:32_049508_05F404;False;;PT1;s1a-s3-raw-s-vv-20230720t152911-20230720t152932-049508-05f404.zarr;2023-07-20T15:29:11;2023-07-20T15:29:32;S1A;S3;vv;49508;05f404;-11.88108;43.17192;2023;sea;sea_8
[[[128.5638, -8.7533], [129.2702, -8.6444], [128.8548, -6.802], [128.1517, -6.909], [128.5638, -8.7533]]];;S1A_S3_RAW__0SVV_2023-09-12T09:44:39_2023-09-12T09:45:09_050292_060DF9;False;;PT1;s1a-s3-raw-s-vv-20230912t094439-20230912t094509-050292-060df9.zarr;2023-09-12T09:44:39;2023-09-12T09:45:09;S1A;S3;vv;50292;060df9;-7.972399999999999;128.68086;2023;sea;sea_18
[[[43.001, -12.4219], [43.7161, -12.3089], [43.426, -11.0713], [42.7142, -11.1828], [43.001, -12.4219]]];;S1A_S3_RAW__0SVV_2023-11-05T15:29:14_2023-11-05T15:29:35_051083_0628F9;False;;PT1;s1a-s3-raw-s-vv-20231105t152914-20231105t152935-051083-0628f9.zarr;2023-11-05T15:29:14;2023-11-05T15:29:35;S1A;S3;vv;51083;0628f9;-11.88136;43.171659999999996;2023;sea;sea_8
[[[-178.2768, -31.1766], [-177.7261, -29.355], [-178.5277, -29.2142], [-179.0932, -31.0317], [-178.2768, -31.1766]]];;S1A_S3_RAW__0SVV_2023-12-17T17:19:41_2023-12-17T17:20:11_051697_063E3B;False;;PT1;s1a-s3-raw-s-vv-20231217t171941-20231217t172011-051697-063e3b.zarr;2023-12-17T17:19:41;2023-12-17T17:20:11;S1A;S3;vv;51697;063e3b;-30.39082;-178.38012;2023;sea;sea_2
[[[43.0014, -12.4213], [43.7165, -12.3083], [43.4265, -11.0707], [42.7147, -11.1823], [43.0014, -12.4213]]];;S1A_S3_RAW__0SVV_2024-01-04T15:29:12_2024-01-04T15:29:32_051958_064731;False;;PT1;s1a-s3-raw-s-vv-20240104t152912-20240104t152932-051958-064731.zarr;2024-01-04T15:29:12;2024-01-04T15:29:32;S1A;S3;vv;51958;064731;-11.88078;43.1721;2024;sea;sea_8
[[[43.0002, -12.4215], [43.7154, -12.3085], [43.4253, -11.0709], [42.7135, -11.1825], [43.0002, -12.4215]]];;S1A_S3_RAW__0SVV_2024-01-28T15:29:11_2024-01-28T15:29:31_052308_065315;False;;PT1;s1a-s3-raw-s-vv-20240128t152911-20240128t152931-052308-065315.zarr;2024-01-28T15:29:11;2024-01-28T15:29:31;S1A;S3;vv;52308;065315;-11.88098;43.17092;2024;sea;sea_8
[[[-178.2773, -31.1764], [-177.7266, -29.3547], [-178.5282, -29.214], [-179.0937, -31.0315], [-178.2773, -31.1764]]];;S1A_S3_RAW__0SVV_2024-04-03T17:19:39_2024-04-03T17:20:10_053272_0674FC;False;;PT1;s1a-s3-raw-s-vv-20240403t171939-20240403t172010-053272-0674fc.zarr;2024-04-03T17:19:39;2024-04-03T17:20:10;S1A;S3;vv;53272;0674fc;-30.3906;-178.38062;2024;sea;sea_2
[[[43.0028, -12.4217], [43.7179, -12.3087], [43.428, -11.0711], [42.7161, -11.1826], [43.0028, -12.4217]]];;S1A_S3_RAW__0SVV_2024-07-26T15:29:09_2024-07-26T15:29:29_054933_06B0F7;False;;PT1;s1a-s3-raw-s-vv-20240726t152909-20240726t152929-054933-06b0f7.zarr;2024-07-26T15:29:09;2024-07-26T15:29:29;S1A;S3;vv;54933;06b0f7;-11.88116;43.173519999999996;2024;sea;sea_8
[[[43.0004, -12.4212], [43.7156, -12.3082], [43.4256, -11.0706], [42.7138, -11.1822], [43.0004, -12.4212]]];;S1A_S3_RAW__0SVV_2024-08-19T15:29:09_2024-08-19T15:29:30_055283_06BD6C;False;;PT1;s1a-s3-raw-s-vv-20240819t152909-20240819t152930-055283-06bd6c.zarr;2024-08-19T15:29:09;2024-08-19T15:29:30;S1A;S3;vv;55283;06bd6c;-11.880680000000002;43.17116;2024;sea;sea_8
[[[-178.2762, -31.1776], [-177.7255, -29.356], [-178.5271, -29.2152], [-179.0926, -31.0327], [-178.2762, -31.1776]]];;S1A_S3_RAW__0SVV_2024-09-18T17:19:38_2024-09-18T17:20:09_055722_06CE44;False;;PT1;s1a-s3-raw-s-vv-20240918t171938-20240918t172009-055722-06ce44.zarr;2024-09-18T17:19:38;2024-09-18T17:20:09;S1A;S3;vv;55722;06ce44;-30.391820000000003;-178.37952;2024;sea;sea_2
[[[42.9996, -12.4189], [43.7147, -12.3059], [43.4246, -11.0683], [42.7128, -11.1799], [42.9996, -12.4189]]];;S1A_S3_RAW__0SVV_2024-10-06T15:29:11_2024-10-06T15:29:31_055983_06D89A;False;;PT1;s1a-s3-raw-s-vv-20241006t152911-20241006t152931-055983-06d89a.zarr;2024-10-06T15:29:11;2024-10-06T15:29:31;S1A;S3;vv;55983;06d89a;-11.87838;43.17026;2024;sea;sea_8
[[[-178.2765, -31.1796], [-177.7258, -29.358], [-178.5274, -29.2172], [-179.093, -31.0347], [-178.2765, -31.1796]]];;S1A_S3_RAW__0SVV_2024-10-12T17:19:38_2024-10-12T17:20:09_056072_06DC18;False;;PT1;s1a-s3-raw-s-vv-20241012t171938-20241012t172009-056072-06dc18.zarr;2024-10-12T17:19:38;2024-10-12T17:20:09;S1A;S3;vv;56072;06dc18;-30.393819999999998;-178.37984;2024;sea;sea_2
[[[43.001, -12.4206], [43.7161, -12.3076], [43.4261, -11.07], [42.7143, -11.1815], [43.001, -12.4206]]];;S1A_S3_RAW__0SVV_2024-10-30T15:29:11_2024-10-30T15:29:31_056333_06E674;False;;PT1;s1a-s3-raw-s-vv-20241030t152911-20241030t152931-056333-06e674.zarr;2024-10-30T15:29:11;2024-10-30T15:29:31;S1A;S3;vv;56333;06e674;-11.88006;43.1717;2024;sea;sea_8
[[[-178.2752, -31.1777], [-177.7245, -29.3561], [-178.5261, -29.2153], [-179.0916, -31.0328], [-178.2752, -31.1777]]];;S1A_S3_RAW__0SVV_2024-11-05T17:19:38_2024-11-05T17:20:09_056422_06E9F7;False;;PT1;s1a-s3-raw-s-vv-20241105t171938-20241105t172009-056422-06e9f7.zarr;2024-11-05T17:19:38;2024-11-05T17:20:09;S1A;S3;vv;56422;06e9f7;-30.39192;-178.37852;2024;sea;sea_2
[[[-178.0443, -15.0056], [-177.8213, -14.0689], [-178.5413, -13.9539], [-178.7674, -14.8893], [-178.0443, -15.0056]]];;S1A_S3_RAW__0SVV_2024-12-21T17:31:48_2024-12-21T17:32:03_057093_0704A6;False;;PT1;s1a-s3-raw-s-vv-20241221t173148-20241221t173203-057093-0704a6.zarr;2024-12-21T17:31:48;2024-12-21T17:32:03;S1A;S3;vv;57093;0704a6;-14.58466;-178.24372;2024;sea;sea_12
[[[-178.2765, -31.1763], [-177.7258, -29.3546], [-178.5274, -29.2138], [-179.0929, -31.0314], [-178.2765, -31.1763]]];;S1A_S3_RAW__0SVV_2025-03-17T17:19:32_2025-03-17T17:20:02_058347_0736B8;False;;PT1;s1a-s3-raw-s-vv-20250317t171932-20250317t172002-058347-0736b8.zarr;2025-03-17T17:19:32;2025-03-17T17:20:02;S1A;S3;vv;58347;0736b8;-30.390480000000004;-178.37982;2025;sea;sea_2
[[[-96.5793, 3.009], [-96.1666, 4.9865], [-96.8675, 5.0836], [-97.2785, 3.1077], [-96.5793, 3.009]]];;S1A_S4_RAW__0SHH_2025-01-28T12:13:25_2025-01-28T12:13:57_057644_071A79;False;;PT1;s1a-s4-raw-s-hh-20250128t121325-20250128t121357-057644-071a79.zarr;2025-01-28T12:13:25;2025-01-28T12:13:57;S1A;S4;hh;57644;071a79;3.8391599999999997;-96.69424000000001;2025;sea;sea_19
[[[-97.2156, -0.0019], [-96.7991, 1.963], [-97.4977, 2.0625], [-97.9136, 0.0993], [-97.2156, -0.0019]]];;S1A_S4_RAW__0SHH_2025-01-28T12:14:15_2025-01-28T12:14:47_057644_071A79;False;;PT1;s1a-s4-raw-s-hh-20250128t121415-20250128t121447-057644-071a79.zarr;2025-01-28T12:14:15;2025-01-28T12:14:47;S1A;S4;hh;57644;071a79;0.8242;-97.32831999999999;2025;sea;sea_19
[[[-96.5793, 3.009], [-96.1666, 4.9865], [-96.8675, 5.0836], [-97.2785, 3.1077], [-96.5793, 3.009]]];;S1A_S4_RAW__0SHV_2025-01-28T12:13:25_2025-01-28T12:13:57_057644_071A79;False;;PT1;s1a-s4-raw-s-hv-20250128t121325-20250128t121357-057644-071a79.zarr;2025-01-28T12:13:25;2025-01-28T12:13:57;S1A;S4;hv;57644;071a79;3.8391599999999997;-96.69424000000001;2025;sea;sea_19
[[[-97.2156, -0.0019], [-96.7991, 1.963], [-97.4977, 2.0625], [-97.9136, 0.0993], [-97.2156, -0.0019]]];;S1A_S4_RAW__0SHV_2025-01-28T12:14:15_2025-01-28T12:14:47_057644_071A79;False;;PT1;s1a-s4-raw-s-hv-20250128t121415-20250128t121447-057644-071a79.zarr;2025-01-28T12:14:15;2025-01-28T12:14:47;S1A;S4;hv;57644;071a79;0.8242;-97.32831999999999;2025;sea;sea_19
[[[-177.8574, -30.0005], [-177.051, -29.8531], [-177.4369, -28.6269], [-178.2337, -28.7714], [-177.8574, -30.0005]]];;S1A_S4_RAW__0SVH_2023-05-08T06:29:20_2023-05-08T06:29:41_048438_05D39D;False;;PT1;s1a-s4-raw-s-vh-20230508t062920-20230508t062941-048438-05d39d.zarr;2023-05-08T06:29:20;2023-05-08T06:29:41;S1A;S4;vh;48438;05d39d;-29.45048;-177.68728000000002;2023;sea;sea_2
[[[-24.4096, 13.8254], [-24.1546, 15.0749], [-24.8787, 15.1662], [-25.1295, 13.9172], [-24.4096, 13.8254]]];;S1A_S4_RAW__0SVH_2023-07-12T07:31:23_2023-07-12T07:31:44_049387_05F05A;False;;PT1;s1a-s4-raw-s-vh-20230712t073123-20230712t073144-049387-05f05a.zarr;2023-07-12T07:31:23;2023-07-12T07:31:44;S1A;S4;vh;49387;05f05a;14.36182;-24.5964;2023;sea;sea_9
[[[-24.4099, 13.8254], [-24.1549, 15.0749], [-24.879, 15.1662], [-25.1298, 13.9172], [-24.4099, 13.8254]]];;S1A_S4_RAW__0SVH_2023-07-24T07:31:24_2023-07-24T07:31:45_049562_05F5AE;False;;PT1;s1a-s4-raw-s-vh-20230724t073124-20230724t073145-049562-05f5ae.zarr;2023-07-24T07:31:24;2023-07-24T07:31:45;S1A;S4;vh;49562;05f5ae;14.36182;-24.596700000000002;2023;sea;sea_9
[[[-177.8562, -30.0003], [-177.0499, -29.8528], [-177.4357, -28.6266], [-178.2325, -28.7711], [-177.8562, -30.0003]]];;S1A_S4_RAW__0SVH_2023-11-04T06:29:27_2023-11-04T06:29:48_051063_06284A;False;;PT1;s1a-s4-raw-s-vh-20231104t062927-20231104t062948-051063-06284a.zarr;2023-11-04T06:29:27;2023-11-04T06:29:48;S1A;S4;vh;51063;06284a;-29.45022;-177.68609999999998;2023;sea;sea_2
[[[-177.8544, -30.0004], [-177.0482, -29.8529], [-177.434, -28.6267], [-178.2308, -28.7712], [-177.8544, -30.0004]]];;S1A_S4_RAW__0SVH_2023-12-22T06:29:25_2023-12-22T06:29:46_051763_06408A;False;;PT1;s1a-s4-raw-s-vh-20231222t062925-20231222t062946-051763-06408a.zarr;2023-12-22T06:29:25;2023-12-22T06:29:46;S1A;S4;vh;51763;06408a;-29.450319999999998;-177.68436;2023;sea;sea_2
[[[-24.4098, 13.8254], [-24.1549, 15.075], [-24.8789, 15.1663], [-25.1298, 13.9173], [-24.4098, 13.8254]]];;S1A_S4_RAW__0SVH_2024-02-25T07:31:23_2024-02-25T07:31:43_052712_0660C3;False;;PT1;s1a-s4-raw-s-vh-20240225t073123-20240225t073143-052712-0660c3.zarr;2024-02-25T07:31:23;2024-02-25T07:31:43;S1A;S4;vh;52712;0660c3;14.36188;-24.59664;2024;sea;sea_9
[[[-24.4109, 13.8252], [-24.156, 15.0748], [-24.8801, 15.166], [-25.1308, 13.917], [-24.4109, 13.8252]]];;S1A_S4_RAW__0SVH_2024-05-07T07:31:24_2024-05-07T07:31:45_053762_06885D;False;;PT1;s1a-s4-raw-s-vh-20240507t073124-20240507t073145-053762-06885d.zarr;2024-05-07T07:31:24;2024-05-07T07:31:45;S1A;S4;vh;53762;06885d;14.36164;-24.597739999999998;2024;sea;sea_9
[[[-177.8582, -30.0011], [-177.0518, -29.8537], [-177.4375, -28.6275], [-178.2344, -28.772], [-177.8582, -30.0011]]];;S1A_S4_RAW__0SVH_2024-06-07T06:29:24_2024-06-07T06:29:45_054213_0697FA;False;;PT1;s1a-s4-raw-s-vh-20240607t062924-20240607t062945-054213-0697fa.zarr;2024-06-07T06:29:24;2024-06-07T06:29:45;S1A;S4;vh;54213;0697fa;-29.45108;-177.68802;2024;sea;sea_2
[[[-12.4086, -38.5623], [-11.5182, -38.3901], [-12.2107, -36.5883], [-13.0806, -36.7546], [-12.4086, -38.5623]]];;S1A_S4_RAW__0SVH_2024-06-07T19:36:56_2024-06-07T19:37:27_054221_069849;False;;PT1;s1a-s4-raw-s-vh-20240607t193656-20240607t193727-054221-069849.zarr;2024-06-07T19:36:56;2024-06-07T19:37:27;S1A;S4;vh;54221;069849;-37.771519999999995;-12.32534;2024;sea;sea_7
[[[-12.4097, -38.5618], [-11.5193, -38.3897], [-12.2118, -36.5879], [-13.0817, -36.7542], [-12.4097, -38.5618]]];;S1A_S4_RAW__0SVH_2024-06-19T19:36:56_2024-06-19T19:37:26_054396_069E54;False;;PT1;s1a-s4-raw-s-vh-20240619t193656-20240619t193726-054396-069e54.zarr;2024-06-19T19:36:56;2024-06-19T19:37:26;S1A;S4;vh;54396;069e54;-37.77108;-12.32644;2024;sea;sea_7
[[[-12.4079, -38.5623], [-11.5175, -38.3901], [-12.21, -36.5883], [-13.0799, -36.7546], [-12.4079, -38.5623]]];;S1A_S4_RAW__0SVH_2024-07-01T19:36:55_2024-07-01T19:37:25_054571_06A46C;False;;PT1;s1a-s4-raw-s-vh-20240701t193655-20240701t193725-054571-06a46c.zarr;2024-07-01T19:36:55;2024-07-01T19:37:25;S1A;S4;vh;54571;06a46c;-37.771519999999995;-12.324639999999999;2024;sea;sea_7
[[[-12.4076, -38.562], [-11.5172, -38.3898], [-12.2098, -36.588], [-13.0797, -36.7543], [-12.4076, -38.562]]];;S1A_S4_RAW__0SVH_2024-08-18T19:36:54_2024-08-18T19:37:25_055271_06BD0A;False;;PT1;s1a-s4-raw-s-vh-20240818t193654-20240818t193725-055271-06bd0a.zarr;2024-08-18T19:36:54;2024-08-18T19:37:25;S1A;S4;vh;55271;06bd0a;-37.77122;-12.324380000000001;2024;sea;sea_7
[[[-12.4051, -38.5604], [-11.5148, -38.3882], [-12.2075, -36.5865], [-13.0774, -36.7528], [-12.4051, -38.5604]]];;S1A_S4_RAW__0SVH_2024-09-23T19:36:55_2024-09-23T19:37:26_055796_06D142;False;;PT1;s1a-s4-raw-s-vh-20240923t193655-20240923t193726-055796-06d142.zarr;2024-09-23T19:36:55;2024-09-23T19:37:26;S1A;S4;vh;55796;06d142;-37.76966;-12.32198;2024;sea;sea_7
[[[-177.8567, -29.9985], [-177.0505, -29.8511], [-177.4363, -28.6249], [-178.233, -28.7694], [-177.8567, -29.9985]]];;S1A_S4_RAW__0SVH_2024-10-17T06:29:24_2024-10-17T06:29:45_056138_06DEC0;False;;PT1;s1a-s4-raw-s-vh-20241017t062924-20241017t062945-056138-06dec0.zarr;2024-10-17T06:29:24;2024-10-17T06:29:45;S1A;S4;vh;56138;06dec0;-29.44848;-177.68663999999998;2024;sea;sea_2
[[[-177.856, -30.0005], [-177.0497, -29.8531], [-177.4355, -28.6269], [-178.2323, -28.7714], [-177.856, -30.0005]]];;S1A_S4_RAW__0SVH_2025-02-02T06:29:17_2025-02-02T06:29:37_057713_071D3B;False;;PT1;s1a-s4-raw-s-vh-20250202t062917-20250202t062937-057713-071d3b.zarr;2025-02-02T06:29:17;2025-02-02T06:29:37;S1A;S4;vh;57713;071d3b;-29.45048;-177.6859;2025;sea;sea_2
[[[-24.4092, 13.8253], [-24.1542, 15.0749], [-24.8783, 15.1661], [-25.1291, 13.9171], [-24.4092, 13.8253]]];;S1A_S4_RAW__0SVH_2025-05-02T07:31:17_2025-05-02T07:31:37_059012_0751B0;False;;PT1;s1a-s4-raw-s-vh-20250502t073117-20250502t073137-059012-0751b0.zarr;2025-05-02T07:31:17;2025-05-02T07:31:37;S1A;S4;vh;59012;0751b0;14.361740000000001;-24.595999999999997;2025;sea;sea_9
[[[-177.8574, -30.0005], [-177.051, -29.8531], [-177.4369, -28.6269], [-178.2337, -28.7714], [-177.8574, -30.0005]]];;S1A_S4_RAW__0SVV_2023-05-08T06:29:20_2023-05-08T06:29:41_048438_05D39D;False;;PT1;s1a-s4-raw-s-vv-20230508t062920-20230508t062941-048438-05d39d.zarr;2023-05-08T06:29:20;2023-05-08T06:29:41;S1A;S4;vv;48438;05d39d;-29.45048;-177.68728000000002;2023;sea;sea_2
[[[-24.4096, 13.8254], [-24.1546, 15.0749], [-24.8787, 15.1662], [-25.1295, 13.9172], [-24.4096, 13.8254]]];;S1A_S4_RAW__0SVV_2023-07-12T07:31:23_2023-07-12T07:31:44_049387_05F05A;False;;PT1;s1a-s4-raw-s-vv-20230712t073123-20230712t073144-049387-05f05a.zarr;2023-07-12T07:31:23;2023-07-12T07:31:44;S1A;S4;vv;49387;05f05a;14.36182;-24.5964;2023;sea;sea_9
[[[-24.4099, 13.8254], [-24.1549, 15.0749], [-24.879, 15.1662], [-25.1298, 13.9172], [-24.4099, 13.8254]]];;S1A_S4_RAW__0SVV_2023-07-24T07:31:24_2023-07-24T07:31:45_049562_05F5AE;False;;PT1;s1a-s4-raw-s-vv-20230724t073124-20230724t073145-049562-05f5ae.zarr;2023-07-24T07:31:24;2023-07-24T07:31:45;S1A;S4;vv;49562;05f5ae;14.36182;-24.596700000000002;2023;sea;sea_9
[[[-177.8562, -30.0003], [-177.0499, -29.8528], [-177.4357, -28.6266], [-178.2325, -28.7711], [-177.8562, -30.0003]]];;S1A_S4_RAW__0SVV_2023-11-04T06:29:27_2023-11-04T06:29:48_051063_06284A;False;;PT1;s1a-s4-raw-s-vv-20231104t062927-20231104t062948-051063-06284a.zarr;2023-11-04T06:29:27;2023-11-04T06:29:48;S1A;S4;vv;51063;06284a;-29.45022;-177.68609999999998;2023;sea;sea_2
[[[-177.8544, -30.0004], [-177.0482, -29.8529], [-177.434, -28.6267], [-178.2308, -28.7712], [-177.8544, -30.0004]]];;S1A_S4_RAW__0SVV_2023-12-22T06:29:25_2023-12-22T06:29:46_051763_06408A;False;;PT1;s1a-s4-raw-s-vv-20231222t062925-20231222t062946-051763-06408a.zarr;2023-12-22T06:29:25;2023-12-22T06:29:46;S1A;S4;vv;51763;06408a;-29.450319999999998;-177.68436;2023;sea;sea_2
[[[-24.4098, 13.8254], [-24.1549, 15.075], [-24.8789, 15.1663], [-25.1298, 13.9173], [-24.4098, 13.8254]]];;S1A_S4_RAW__0SVV_2024-02-25T07:31:23_2024-02-25T07:31:43_052712_0660C3;False;;PT1;s1a-s4-raw-s-vv-20240225t073123-20240225t073143-052712-0660c3.zarr;2024-02-25T07:31:23;2024-02-25T07:31:43;S1A;S4;vv;52712;0660c3;14.36188;-24.59664;2024;sea;sea_9
[[[-24.4109, 13.8252], [-24.156, 15.0748], [-24.8801, 15.166], [-25.1308, 13.917], [-24.4109, 13.8252]]];;S1A_S4_RAW__0SVV_2024-05-07T07:31:24_2024-05-07T07:31:45_053762_06885D;False;;PT1;s1a-s4-raw-s-vv-20240507t073124-20240507t073145-053762-06885d.zarr;2024-05-07T07:31:24;2024-05-07T07:31:45;S1A;S4;vv;53762;06885d;14.36164;-24.597739999999998;2024;sea;sea_9
[[[-177.8582, -30.0011], [-177.0518, -29.8537], [-177.4375, -28.6275], [-178.2344, -28.772], [-177.8582, -30.0011]]];;S1A_S4_RAW__0SVV_2024-06-07T06:29:24_2024-06-07T06:29:45_054213_0697FA;False;;PT1;s1a-s4-raw-s-vv-20240607t062924-20240607t062945-054213-0697fa.zarr;2024-06-07T06:29:24;2024-06-07T06:29:45;S1A;S4;vv;54213;0697fa;-29.45108;-177.68802;2024;sea;sea_2
[[[-12.4086, -38.5623], [-11.5182, -38.3901], [-12.2107, -36.5883], [-13.0806, -36.7546], [-12.4086, -38.5623]]];;S1A_S4_RAW__0SVV_2024-06-07T19:36:56_2024-06-07T19:37:27_054221_069849;False;;PT1;s1a-s4-raw-s-vv-20240607t193656-20240607t193727-054221-069849.zarr;2024-06-07T19:36:56;2024-06-07T19:37:27;S1A;S4;vv;54221;069849;-37.771519999999995;-12.32534;2024;sea;sea_7
[[[-12.4097, -38.5618], [-11.5193, -38.3897], [-12.2118, -36.5879], [-13.0817, -36.7542], [-12.4097, -38.5618]]];;S1A_S4_RAW__0SVV_2024-06-19T19:36:56_2024-06-19T19:37:26_054396_069E54;False;;PT1;s1a-s4-raw-s-vv-20240619t193656-20240619t193726-054396-069e54.zarr;2024-06-19T19:36:56;2024-06-19T19:37:26;S1A;S4;vv;54396;069e54;-37.77108;-12.32644;2024;sea;sea_7
[[[-12.4079, -38.5623], [-11.5175, -38.3901], [-12.21, -36.5883], [-13.0799, -36.7546], [-12.4079, -38.5623]]];;S1A_S4_RAW__0SVV_2024-07-01T19:36:55_2024-07-01T19:37:25_054571_06A46C;False;;PT1;s1a-s4-raw-s-vv-20240701t193655-20240701t193725-054571-06a46c.zarr;2024-07-01T19:36:55;2024-07-01T19:37:25;S1A;S4;vv;54571;06a46c;-37.771519999999995;-12.324639999999999;2024;sea;sea_7
[[[-12.4076, -38.562], [-11.5172, -38.3898], [-12.2098, -36.588], [-13.0797, -36.7543], [-12.4076, -38.562]]];;S1A_S4_RAW__0SVV_2024-08-18T19:36:54_2024-08-18T19:37:25_055271_06BD0A;False;;PT1;s1a-s4-raw-s-vv-20240818t193654-20240818t193725-055271-06bd0a.zarr;2024-08-18T19:36:54;2024-08-18T19:37:25;S1A;S4;vv;55271;06bd0a;-37.77122;-12.324380000000001;2024;sea;sea_7
[[[-12.4051, -38.5604], [-11.5148, -38.3882], [-12.2075, -36.5865], [-13.0774, -36.7528], [-12.4051, -38.5604]]];;S1A_S4_RAW__0SVV_2024-09-23T19:36:55_2024-09-23T19:37:26_055796_06D142;False;;PT1;s1a-s4-raw-s-vv-20240923t193655-20240923t193726-055796-06d142.zarr;2024-09-23T19:36:55;2024-09-23T19:37:26;S1A;S4;vv;55796;06d142;-37.76966;-12.32198;2024;sea;sea_7
[[[-177.8567, -29.9985], [-177.0505, -29.8511], [-177.4363, -28.6249], [-178.233, -28.7694], [-177.8567, -29.9985]]];;S1A_S4_RAW__0SVV_2024-10-17T06:29:24_2024-10-17T06:29:45_056138_06DEC0;False;;PT1;s1a-s4-raw-s-vv-20241017t062924-20241017t062945-056138-06dec0.zarr;2024-10-17T06:29:24;2024-10-17T06:29:45;S1A;S4;vv;56138;06dec0;-29.44848;-177.68663999999998;2024;sea;sea_2
